id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
852871,CT,INDIVIDUAL,4 years,Peoples United Bank,C,RENT,2021-09-11,2021-03-15,2021-10-14,Fully Paid,2021-11-14,1065001,Debt consolidation,C2,36,Not Verified,30000.0,0.062,101.8,0.1349,3000,8,3664
376101,IL,INDIVIDUAL,1 year,Cancer Care and Hematology Specialists & Bloomingdale Fire Protection District,E,OWN,2021-02-09,2021-02-12,2021-02-12,Fully Paid,2021-03-12,398904,other,E1,36,Verified,30000.0,0.0268,525.03,0.1568,15000,9,18901
827071,CA,INDIVIDUAL,7 years,OSH,B,RENT,2021-07-11,2021-10-12,2021-10-12,Fully Paid,2021-11-12,1035998,Debt consolidation,B1,36,Verified,28000.0,0.1967,254.88,0.0999,7900,4,8673
736846,CA,INDIVIDUAL,10+ years,Walmart,D,MORTGAGE,2021-05-11,2021-11-15,2021-11-15,Fully Paid,2021-12-15,933899,medical,D4,60,Verified,98000.0,0.1799,231.68,0.1565,9600,33,13839
597058,PA,INDIVIDUAL,1 year,SmartDrive Systems,A,MORTGAGE,2021-10-10,2021-08-12,2021-08-12,Fully Paid,2021-09-12,766388,car,A5,60,Source Verified,78000.0,0.2098,93.01,0.0788,4600,47,5144
266798,LA,INDIVIDUAL,10+ years,Georgia Gulf Corporation,A,MORTGAGE,2021-02-08,2021-03-11,2021-03-11,Fully Paid,2021-04-11,237961,home improvement,A3,36,Not Verified,80000.0,0.0375,156.69,0.08,5000,36,5641
972726,CA,INDIVIDUAL,7 years,California Baptist University,A,MORTGAGE,2021-10-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,1194695,credit card,A3,36,Verified,115000.0,0.1599,560.0,0.0751,18000,38,20160
765022,FL,INDIVIDUAL,8 years,Realtor Assn of Greater Ft Lauderdale,B,OWN,2021-06-11,2021-02-14,2021-06-14,Charged Off,2021-07-14,965846,other,B5,60,Verified,40000.0,0.2283,411.43,0.1199,18500,24,14811
598784,MA,INDIVIDUAL,5 years,DePuy Orthopedics/ DJD Medical,B,RENT,2021-10-10,2021-06-13,2021-06-13,Fully Paid,2021-07-13,768527,Debt consolidation,B1,60,Source Verified,72000.0,0.1818,237.54,0.0888,19000,17,13543
777445,LA,INDIVIDUAL,< 1 year,USPS,C,OWN,2021-06-11,2021-08-14,2021-07-14,Fully Paid,2021-08-14,979931,car,C1,60,Verified,55000.0,0.1292,181.99,0.1299,8000,5,9851
690937,MD,INDIVIDUAL,2 years,Andrews FCU,B,RENT,2021-03-11,2021-08-14,2021-08-14,Fully Paid,2021-09-14,881420,Debt consolidation,B3,60,Source Verified,41000.0,0.1815,143.58,0.1037,6700,13,8370
967930,AZ,INDIVIDUAL,10+ years,,C,OWN,2021-10-11,2021-05-16,2021-11-13,Charged Off,2021-12-13,1065797,other,C2,60,Source Verified,200000.0,0.0917,368.08,0.1349,16000,41,9193
852027,CA,INDIVIDUAL,1 year,Keystone Medical Group,D,MORTGAGE,2021-08-11,2021-08-14,2021-09-14,Fully Paid,2021-10-14,1064032,home improvement,D2,36,Source Verified,96000.0,0.0131,105.46,0.1599,3000,44,3796
550259,OH,INDIVIDUAL,2 years,Cincinnati Police Department,B,RENT,2021-07-10,2021-09-12,2021-09-12,Fully Paid,2021-10-12,709295,credit card,B1,36,Not Verified,26400.0,0.2086,210.9,0.1038,6500,10,7476
430924,WA,INDIVIDUAL,10+ years,Grays Harbor Communications,B,MORTGAGE,2021-08-09,2021-02-12,2021-02-12,Fully Paid,2021-03-12,511249,Debt consolidation,B5,36,Not Verified,63000.0,0.1486,259.03,0.1221,7775,42,9270
373954,AR,INDIVIDUAL,< 1 year,Department of Education,A,MORTGAGE,2021-01-09,2021-02-15,2021-11-10,Fully Paid,2021-12-10,365990,home improvement,A4,36,Not Verified,75000.0,0.0333,134.18,0.0932,4200,26,4711
739681,CA,INDIVIDUAL,3 years,Andrews Lagasse Branch and Bell,C,RENT,2021-05-11,2021-05-16,2021-01-16,Fully Paid,2021-02-16,937277,credit card,C1,60,Verified,107500.0,0.1782,542.16,0.1268,24000,20,32485
736683,CA,INDIVIDUAL,9 years,AutoEdge Distribution dba InstallerEdge,D,RENT,2021-04-11,2021-01-15,2021-07-12,Fully Paid,2021-08-12,933708,credit card,D1,36,Not Verified,60000.0,0.1374,206.65,0.1454,6000,16,6863
350713,KS,INDIVIDUAL,2 years,Acquity Group,D,MORTGAGE,2021-07-08,2021-06-11,2021-07-11,Fully Paid,2021-08-11,352918,Debt consolidation,D1,36,Verified,143123.0,0.1092,134.03,0.1261,4000,36,4825
785907,MN,INDIVIDUAL,9 years,Simonsons Salon and Spa,B,RENT,2021-06-11,2021-05-15,2021-03-12,Fully Paid,2021-04-12,989257,Debt consolidation,B1,36,Verified,50000.0,0.2052,258.1,0.0999,8000,16,8487
1016604,SC,INDIVIDUAL,1 year,WonderWorks,A,MORTGAGE,2021-11-11,2021-10-14,2021-06-13,Fully Paid,2021-07-13,1244518,home improvement,A3,36,Verified,67000.0,0.0503,902.22,0.0751,29000,27,31650
780250,NY,INDIVIDUAL,10+ years,Mizuho Capital Markets Corporation,B,RENT,2021-07-11,2021-07-15,2021-06-14,Fully Paid,2021-07-14,983020,Debt consolidation,B2,36,Verified,90000.0,0.2468,553.27,0.1059,17000,33,19880
714804,CA,INDIVIDUAL,5 years,Graybill Medical Group,C,RENT,2021-03-11,2021-05-16,2021-07-14,Charged Off,2021-08-14,908267,home improvement,C2,60,Verified,84000.0,0.2446,182.28,0.1306,8000,19,7109
649921,NY,INDIVIDUAL,10+ years,Staples,G,MORTGAGE,2021-01-11,2021-05-14,2021-04-14,Fully Paid,2021-05-14,831409,Debt consolidation,G3,60,Verified,138000.0,0.1315,674.23,0.2085,25000,31,38073
532486,NJ,INDIVIDUAL,7 years,STT,C,RENT,2021-07-10,2021-09-15,2021-08-13,Fully Paid,2021-09-13,688277,Debt consolidation,C2,60,Verified,120000.0,0.1186,346.0,0.1361,15000,17,19774
830014,CA,INDIVIDUAL,10+ years,Department Of Defense,A,MORTGAGE,2021-08-11,2021-03-16,2021-02-14,Fully Paid,2021-03-14,1039153,home improvement,A4,36,Not Verified,106000.0,0.1544,125.19,0.0749,4025,13,4491
483804,CA,INDIVIDUAL,2 years,Restoration Management Company,C,MORTGAGE,2021-02-10,2021-08-12,2021-07-12,Fully Paid,2021-08-12,615737,other,C1,36,Not Verified,57000.0,0.0773,201.4,0.1273,6000,22,7192
819666,VA,INDIVIDUAL,10+ years,SAIC,C,MORTGAGE,2021-07-11,2021-09-14,2021-09-14,Fully Paid,2021-10-14,1027808,home improvement,C5,36,Source Verified,93000.0,0.1547,626.01,0.1523,18000,28,22751
1039496,GA,INDIVIDUAL,5 years,Kohls Dept Stores,B,MORTGAGE,2021-12-11,2021-01-15,2021-08-15,Charged Off,2021-09-15,1269430,small business,B3,60,Verified,33000.0,0.0313,364.62,0.1171,16500,17,16875
354246,RI,INDIVIDUAL,< 1 year,,A,RENT,2021-08-08,2021-08-11,2021-09-11,Fully Paid,2021-10-11,358251,Debt consolidation,A4,36,Not Verified,44875.0,0.1364,174.74,0.0832,7500,27,6291
860155,FL,INDIVIDUAL,1 year,DISCOUNT TIRE,B,RENT,2021-08-11,2021-01-15,2021-10-13,Fully Paid,2021-11-13,1072950,major purchase,B3,36,Verified,20000.0,0.048,212.78,0.1099,6500,3,7536
975903,WA,INDIVIDUAL,2 years,United States Senate,A,RENT,2021-10-11,2021-04-16,2021-03-13,Fully Paid,2021-04-13,1198246,credit card,A4,36,Source Verified,54000.0,0.246,113.43,0.079,3625,22,3948
1059571,CA,INDIVIDUAL,4 years,"B Drafting, Inc.",D,RENT,2021-12-11,2021-12-15,2021-01-15,Fully Paid,2021-02-15,1291175,Debt consolidation,D2,36,Verified,35000.0,0.1855,355.39,0.1677,10000,12,12794
449516,IL,INDIVIDUAL,4 years,Department of Homeland Security,C,RENT,2021-10-09,2021-05-16,2021-08-12,Fully Paid,2021-09-12,552170,Debt consolidation,C5,36,Verified,64000.0,0.2488,806.19,0.1426,23500,17,28994
612316,NY,INDIVIDUAL,3 years,Platt Byard Dovell White,A,MORTGAGE,2021-12-10,2021-12-13,2021-12-13,Fully Paid,2022-01-13,785182,Debt consolidation,A1,36,Source Verified,42000.0,0.0057,301.6,0.0542,10000,19,10859
747663,TX,INDIVIDUAL,2 years,"M J MILLER, INC",A,OWN,2021-06-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,946620,home improvement,A1,36,Not Verified,35000.0,0.0771,165.88,0.0542,5500,12,5972
436807,CO,INDIVIDUAL,9 years,Lockheed Martin Corp.,D,MORTGAGE,2021-09-09,2021-05-16,2021-01-12,Fully Paid,2021-02-12,523735,Debt consolidation,D1,36,Verified,84000.0,0.158,689.51,0.1461,20000,52,24532
246516,TX,INDIVIDUAL,5 years,PricewaterhouseCoopers,B,RENT,2021-02-08,2021-09-10,2021-09-10,Fully Paid,2021-10-10,213733,Debt consolidation,B1,36,Not Verified,50004.0,0.1733,272.09,0.0945,8500,22,9764
751684,GA,INDIVIDUAL,5 years,World Micro,F,MORTGAGE,2021-05-11,2021-05-15,2021-12-14,Charged Off,2022-01-14,951147,Debt consolidation,F1,60,Not Verified,60000.0,0.2441,383.52,0.2025,14400,19,16963
642985,MA,INDIVIDUAL,10+ years,"L-3 Communications, SSG-Tinsley Division",A,RENT,2021-01-11,2021-01-14,2021-01-14,Fully Paid,2021-02-14,822920,Debt consolidation,A3,36,Verified,59000.0,0.1058,609.99,0.0617,20000,31,21961
399592,VA,INDIVIDUAL,3 years,Legion Design/ Campbell & Associates,B,MORTGAGE,2021-05-09,2021-05-15,2021-06-12,Fully Paid,2021-07-12,442406,small business,B4,36,Verified,87950.0,0.122,472.59,0.1189,14250,25,17279
674851,CT,INDIVIDUAL,6 years,starcom systems,B,MORTGAGE,2021-02-11,2021-04-16,2021-05-15,Fully Paid,2021-06-15,862531,Debt consolidation,B4,60,Not Verified,45996.0,0.1623,172.91,0.1074,8000,13,10303
154286,WA,INDIVIDUAL,< 1 year,Pioneer Property Group,C,RENT,2021-11-07,2021-02-11,2021-03-11,Fully Paid,2021-04-11,154264,credit card,C1,36,Not Verified,88000.0,0.1195,485.99,0.1028,15000,6,17586
602871,CA,INDIVIDUAL,3 years,,A,RENT,2021-11-10,2021-03-14,2021-11-13,Fully Paid,2021-12-13,773534,small business,A3,36,Verified,60000.0,0.0352,365.99,0.0617,12000,7,13177
1061317,RI,INDIVIDUAL,7 years,East Side Clinical Lab,B,RENT,2021-12-11,2021-04-16,2021-05-16,Current,2021-06-16,1293331,Debt consolidation,B5,60,Not Verified,30000.0,0.1044,271.14,0.1269,12000,11,14083
365595,AL,INDIVIDUAL,2 years,United States Marine Corps,B,OWN,2021-12-08,2021-03-10,2021-03-10,Charged Off,2021-04-10,376700,other,B4,36,Not Verified,24449.16,0.2228,59.7,0.1189,1800,11,673
770139,NJ,INDIVIDUAL,3 years,MACTEC,D,RENT,2021-06-11,2021-05-16,2021-06-14,Fully Paid,2021-07-14,971725,credit card,D1,36,Source Verified,66500.0,0.0568,391.67,0.1562,11200,12,14100
1037010,FL,INDIVIDUAL,1 year,Verizon Wireless,D,RENT,2021-11-11,2021-07-15,2021-09-13,Fully Paid,2021-10-13,1266692,credit card,D2,36,Verified,45000.0,0.2221,248.77,0.1677,7000,22,8534
650013,NC,INDIVIDUAL,10+ years,Duke energy,D,MORTGAGE,2021-01-11,2021-05-14,2021-12-13,Charged Off,2022-01-13,831521,Debt consolidation,D3,60,Verified,90000.0,0.1753,383.0,0.1528,16000,33,14530
830129,AZ,INDIVIDUAL,9 years,Compass Group USA,D,MORTGAGE,2021-08-11,2021-09-15,2021-09-15,Fully Paid,2021-10-15,1039276,credit card,D2,60,Verified,99000.0,0.148,350.11,0.1599,14400,34,20571
878233,TX,INDIVIDUAL,8 years,ASM,B,MORTGAGE,2021-09-11,2021-01-14,2021-04-13,Fully Paid,2021-05-13,1093001,credit card,B3,36,Not Verified,88000.0,0.175,476.3,0.1171,14400,13,16402
368374,MO,INDIVIDUAL,< 1 year,Toky Branding and Design,B,OWN,2021-01-09,2021-10-09,2021-10-09,Fully Paid,2021-11-09,382804,Debt consolidation,B2,36,Not Verified,54996.0,0.2141,394.36,0.1126,12000,31,12916
565549,MA,INDIVIDUAL,7 years,National Board of Trial Advocacy,E,RENT,2021-08-10,2021-04-16,2021-07-14,Fully Paid,2021-08-14,727594,credit card,E1,60,Source Verified,44000.0,0.2056,368.37,0.1645,15000,32,21624
664000,WI,INDIVIDUAL,3 years,Underground Functional Fitness,C,MORTGAGE,2021-02-11,2021-05-16,2021-10-12,Charged Off,2021-11-12,849050,credit card,C4,36,Source Verified,85000.0,0.0463,490.77,0.138,14400,23,9814
507206,MN,INDIVIDUAL,2 years,Rosenbauer General Safety,A,RENT,2021-04-10,2021-08-10,2021-08-10,Fully Paid,2021-09-10,654092,car,A4,36,Source Verified,37000.0,0.1064,217.77,0.0751,7000,16,7128
379840,PA,INDIVIDUAL,4 years,Platts Motors Inc,C,RENT,2021-02-09,2021-02-12,2021-03-12,Fully Paid,2021-04-12,406660,Debt consolidation,C5,36,Verified,32000.0,0.2029,340.76,0.1379,10000,7,12267
1016351,NC,INDIVIDUAL,10+ years,,B,MORTGAGE,2021-11-11,2021-05-16,2021-05-16,Current,2021-06-16,1244061,small business,B5,60,Verified,75000.0,0.1392,474.49,0.1269,21000,23,25589
607551,CA,INDIVIDUAL,3 years,SCUHS,A,RENT,2021-11-10,2021-11-13,2021-11-13,Fully Paid,2021-12-13,779387,credit card,A5,36,Source Verified,60000.0,0.071,215.86,0.0691,7000,27,7771
693196,GA,INDIVIDUAL,4 years,EyeWonder LLC,B,MORTGAGE,2021-03-11,2021-03-15,2021-03-15,Fully Paid,2021-04-15,884002,Debt consolidation,B2,60,Not Verified,60000.0,0.0176,127.49,0.1,6000,13,7574
603937,FL,INDIVIDUAL,7 years,AMDETECH,B,OWN,2021-10-10,2021-01-14,2021-08-13,Charged Off,2021-09-13,774897,car,B3,60,Not Verified,81000.0,0.1621,84.25,0.0962,4000,30,3063
804762,MA,INDIVIDUAL,9 years,Cambridge Healthtech Institute,B,RENT,2021-07-11,2021-04-16,2021-11-13,Fully Paid,2021-12-13,1010672,Debt consolidation,B3,36,Source Verified,125000.0,0.1187,628.5,0.1099,19200,29,22426
1037812,VA,INDIVIDUAL,10+ years,United States Navy,C,MORTGAGE,2021-11-11,2021-05-16,2021-02-13,Charged Off,2021-03-13,1267506,other,C4,36,Verified,66000.0,0.2338,208.79,0.1527,6000,37,2915
798088,IL,INDIVIDUAL,10+ years,chicago public schools,C,MORTGAGE,2021-07-11,2021-08-15,2021-07-14,Fully Paid,2021-08-14,1003173,home improvement,C3,36,Source Verified,64800.0,0.1043,136.7,0.1399,4000,8,4940
496543,CA,INDIVIDUAL,< 1 year,docstoc.com,D,RENT,2021-04-10,2021-04-13,2021-04-13,Fully Paid,2021-05-13,636296,major purchase,D2,36,Not Verified,110000.0,0.0396,692.93,0.1496,20000,12,24946
742912,OH,INDIVIDUAL,10+ years,southwest airlines,C,MORTGAGE,2021-05-11,2021-05-16,2021-08-11,Fully Paid,2021-09-11,941078,home improvement,C2,36,Source Verified,120000.0,0.1405,169.66,0.1349,5000,24,5165
823579,TX,INDIVIDUAL,10+ years,JDW Beauty Inc.,B,MORTGAGE,2021-07-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,1032159,other,B1,36,Not Verified,69996.0,0.0,103.24,0.0999,3200,9,3708
1034247,MN,INDIVIDUAL,8 years,United Bankers' Bank,A,RENT,2021-11-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,1263840,credit card,A2,36,Not Verified,45000.0,0.0989,368.45,0.0662,12000,31,13234
671179,MA,INDIVIDUAL,< 1 year,aNetworks Inc,B,RENT,2021-02-11,2021-10-13,2021-10-13,Fully Paid,2021-11-13,858066,credit card,B2,36,Source Verified,50000.0,0.2071,150.85,0.1,4675,18,5415
540354,CA,INDIVIDUAL,5 years,Picture Head LLC,C,RENT,2021-07-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,697646,Debt consolidation,C4,36,Source Verified,56000.0,0.1191,480.88,0.1435,14000,8,17142
790539,MI,INDIVIDUAL,3 years,Nordstrom,B,MORTGAGE,2021-06-11,2021-01-15,2021-01-15,Fully Paid,2021-02-15,994690,small business,B4,60,Source Verified,72000.0,0.0863,314.43,0.1149,14300,29,17972
1007918,NY,INDIVIDUAL,4 years,Hafif & Associates,A,RENT,2021-11-11,2021-02-15,2021-02-14,Fully Paid,2021-03-14,1234554,Debt consolidation,A2,36,Not Verified,85000.0,0.2105,307.04,0.0662,10000,34,10979
268549,CA,INDIVIDUAL,4 years,Petco Animal Supplies,E,RENT,2021-03-08,2021-03-11,2021-03-11,Fully Paid,2021-04-11,268542,Debt consolidation,E1,36,Not Verified,73660.0,0.1816,411.19,0.1418,12000,19,14802
862295,CA,INDIVIDUAL,1 year,Bay Area News Group,B,RENT,2021-09-11,2021-05-16,2021-03-13,Charged Off,2021-04-13,1075379,Debt consolidation,B4,60,Source Verified,40000.0,0.1248,263.86,0.1149,12000,18,4749
588776,VT,INDIVIDUAL,3 years,Department of Homeland Security,B,RENT,2021-09-10,2021-09-14,2021-09-14,Fully Paid,2021-10-14,756409,Debt consolidation,B3,60,Verified,38790.0,0.1442,174.42,0.1112,8000,19,10325
540325,CA,INDIVIDUAL,4 years,Bishop Police Department,B,MORTGAGE,2021-07-10,2021-03-16,2021-07-13,Fully Paid,2021-08-13,697615,moving,B3,36,Not Verified,85000.0,0.2137,254.17,0.1112,7750,22,9151
218331,FL,INDIVIDUAL,6 years,SweetBay Supermarkets,A,RENT,2021-01-08,2021-07-10,2021-03-10,Charged Off,2021-04-10,218047,major purchase,A3,36,Not Verified,24000.0,0.0,312.22,0.0775,10000,4,7985
457351,IL,INDIVIDUAL,2 years,Titan Technology,B,MORTGAGE,2021-11-09,2021-05-16,2021-10-12,Fully Paid,2021-11-12,568481,Debt consolidation,B4,36,Not Verified,108000.0,0.0238,616.05,0.1218,18500,14,22041
348274,MO,INDIVIDUAL,6 years,Walgreens,B,RENT,2021-05-08,2021-05-11,2021-06-11,Fully Paid,2021-07-11,349291,major purchase,B2,36,Not Verified,45996.0,0.1594,96.47,0.0976,3000,14,3473
603057,NY,INDIVIDUAL,< 1 year,Direct Bill Services AIG,B,RENT,2021-10-10,2021-07-15,2021-03-12,Fully Paid,2021-04-12,773760,Debt consolidation,B2,36,Not Verified,45000.0,0.0653,143.63,0.0925,4500,29,4935
1053539,CA,INDIVIDUAL,3 years,24 Hour Fitness,A,RENT,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1285340,Debt consolidation,A5,60,Verified,26400.0,0.2727,279.07,0.089,13475,22,14760
833112,KS,INDIVIDUAL,4 years,"Web Creations & Consulting, LLC",D,RENT,2021-08-11,2021-05-16,2021-05-16,Current,2021-06-16,1042662,car,D4,60,Source Verified,18000.0,0.1053,148.77,0.1689,6000,4,8439
746742,FL,INDIVIDUAL,2 years,CARRABA'S,E,RENT,2021-05-11,2021-11-12,2021-06-12,Charged Off,2021-07-12,931390,Debt consolidation,E4,60,Verified,30000.0,0.232,209.19,0.1751,8325,25,2966
759675,CA,INDIVIDUAL,10+ years,Pepsi Beverage Company,F,MORTGAGE,2021-05-11,2021-05-16,2021-07-11,Charged Off,2021-08-11,959931,home improvement,F5,60,Verified,70000.0,0.0831,219.78,0.2174,8000,26,219
187464,CA,INDIVIDUAL,< 1 year,Ink,B,RENT,2021-12-07,2021-12-10,2021-12-10,Fully Paid,2022-01-10,187430,Debt consolidation,B4,36,Not Verified,67000.0,0.036,320.99,0.0964,10000,20,11555
681142,CA,INDIVIDUAL,3 years,morongo casino,C,OWN,2021-02-11,2021-12-12,2021-07-12,Charged Off,2021-08-12,870101,credit card,C3,36,Source Verified,35000.0,0.1773,122.05,0.1343,3600,9,2070
875446,AZ,INDIVIDUAL,7 years,John Manbianco State Farm Insruance,C,RENT,2021-09-11,2021-03-16,2021-01-15,Fully Paid,2021-02-15,1089954,major purchase,C5,60,Not Verified,40000.0,0.1695,83.69,0.1523,3500,41,4830
836932,NY,INDIVIDUAL,4 years,ASML,A,RENT,2021-08-11,2021-02-12,2021-01-12,Fully Paid,2021-02-12,1047025,car,A2,36,Source Verified,70000.0,0.0591,121.67,0.0599,4000,18,4095
375771,AR,INDIVIDUAL,10+ years,Baldor Electric Company,A,MORTGAGE,2021-03-09,2021-01-11,2021-01-11,Fully Paid,2021-02-11,398313,Debt consolidation,A5,36,Verified,210000.0,0.1314,385.14,0.0963,12000,49,13510
529075,MI,INDIVIDUAL,2 years,Ric's Food Center,A,OWN,2021-06-10,2021-06-13,2021-06-13,Fully Paid,2021-07-13,684236,Debt consolidation,A3,36,Not Verified,9900.0,0.1976,77.36,0.0714,2500,24,2785
478219,MN,INDIVIDUAL,2 years,Hagemeyer North America,C,RENT,2021-01-10,2021-04-11,2021-05-11,Fully Paid,2021-06-11,607085,Debt consolidation,C1,36,Not Verified,24000.0,0.087,201.8,0.1287,6000,10,6804
361726,PA,INDIVIDUAL,8 years,Horace Mann Insurance,B,MORTGAGE,2021-11-08,2021-04-10,2021-04-10,Fully Paid,2021-05-10,370454,car,B2,36,Not Verified,92904.0,0.198,174.73,0.1051,5375,37,5988
167189,NY,INDIVIDUAL,10+ years,Brockport CSD,C,RENT,2021-12-07,2021-05-16,2021-10-08,Charged Off,2021-11-08,167147,other,C1,36,Not Verified,44000.0,0.153,158.76,0.1028,4900,18,1587
883622,CA,INDIVIDUAL,7 years,Dart Logistics,C,RENT,2021-09-11,2021-06-15,2021-07-15,Fully Paid,2021-08-15,1098947,small business,C1,60,Verified,65000.0,0.1817,92.02,0.1349,4000,13,5406
868146,TX,INDIVIDUAL,4 years,GM Financial,B,MORTGAGE,2021-09-11,2021-03-16,2021-02-16,Fully Paid,2021-03-16,1081860,Debt consolidation,B2,60,Verified,125000.0,0.1524,371.54,0.1059,26400,42,22211
394495,CA,INDIVIDUAL,1 year,All Rentls Network Inc,A,RENT,2021-04-09,2021-04-12,2021-05-12,Fully Paid,2021-06-12,433227,other,A3,36,Not Verified,25000.0,0.0926,31.34,0.08,1000,19,1128
669256,KS,INDIVIDUAL,10+ years,united states post office,A,MORTGAGE,2021-02-11,2021-04-12,2021-02-12,Charged Off,2021-03-12,855716,major purchase,A5,36,Verified,24000.0,0.0875,155.9,0.0766,5000,19,1630
875999,CT,INDIVIDUAL,1 year,Health Financial Services,D,OWN,2021-09-11,2021-11-14,2021-10-14,Fully Paid,2021-11-14,1090598,other,D3,36,Source Verified,65000.0,0.0257,63.72,0.1649,1800,3,2327
493558,TX,INDIVIDUAL,10+ years,Insight,A,MORTGAGE,2021-03-10,2021-07-10,2021-07-10,Fully Paid,2021-08-10,631512,Debt consolidation,A3,36,Not Verified,85000.0,0.1451,247.52,0.0714,8000,25,8140
455052,MA,INDIVIDUAL,2 years,Hopkinton Pediatric Dental,C,RENT,2021-11-09,2021-04-16,2021-07-12,Fully Paid,2021-08-12,564090,Debt consolidation,C1,36,Not Verified,30000.0,0.2012,215.26,0.1287,6400,18,7726
516306,OH,INDIVIDUAL,4 years,Affinity medical Center,A,MORTGAGE,2021-05-10,2021-03-12,2021-03-12,Fully Paid,2021-04-12,667320,wedding,A5,60,Not Verified,46000.0,0.2277,228.99,0.0788,18000,29,12546
817371,CA,INDIVIDUAL,3 years,Los Angeles Times,B,RENT,2021-07-11,2021-04-15,2021-08-12,Fully Paid,2021-09-12,1025189,moving,B3,36,Verified,52000.0,0.1209,196.41,0.1099,6000,10,6586
788329,NY,INDIVIDUAL,10+ years,montefiore medical center,A,RENT,2021-06-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,992004,Debt consolidation,A2,36,Verified,37000.0,0.1077,447.14,0.0599,14700,25,16097
783173,IL,INDIVIDUAL,< 1 year,World Security Bureau,B,RENT,2021-06-11,2021-02-13,2021-10-12,Charged Off,2021-11-12,986255,Debt consolidation,B2,36,Not Verified,19200.0,0.1231,195.27,0.1059,6000,15,3128
699896,VA,INDIVIDUAL,2 years,Wegmans,D,RENT,2021-03-11,2021-05-16,2021-04-14,Fully Paid,2021-05-14,891521,Debt consolidation,D4,36,Not Verified,50000.0,0.24,349.85,0.1565,10000,25,12594
290807,NY,INDIVIDUAL,< 1 year,,D,RENT,2021-02-10,2021-05-16,2021-07-11,Fully Paid,2021-08-11,290804,Debt consolidation,D4,36,Not Verified,84996.0,0.2044,525.17,0.157,15000,32,17712
1037956,TX,INDIVIDUAL,4 years,DELL,D,RENT,2021-11-11,2021-04-13,2021-04-13,Fully Paid,2021-05-13,1267855,Debt consolidation,D2,36,Verified,98000.0,0.0622,426.47,0.1677,12000,12,14220
402600,CA,INDIVIDUAL,9 years,dhl express,C,OWN,2021-05-09,2021-06-11,2021-05-11,Fully Paid,2021-06-11,447389,home improvement,C2,36,Verified,38600.0,0.0246,53.79,0.1284,1600,16,1891
840835,CA,INDIVIDUAL,10+ years,bas construction,A,MORTGAGE,2021-08-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,1051285,major purchase,A1,36,Not Verified,100000.0,0.0648,180.96,0.0542,6000,33,6480
600988,AL,INDIVIDUAL,< 1 year,Smartronix,B,MORTGAGE,2021-10-10,2021-01-16,2021-10-15,Fully Paid,2021-11-15,771255,Debt consolidation,B4,60,Verified,90000.0,0.1725,424.85,0.0999,20000,32,25445
838123,MO,INDIVIDUAL,9 years,VA Hospital,B,MORTGAGE,2021-08-11,2021-04-16,2021-03-13,Fully Paid,2021-04-13,1048181,other,B3,36,Verified,62000.0,0.2342,278.24,0.1099,8500,33,9608
588049,PA,INDIVIDUAL,10+ years,Schindler Elevator,A,MORTGAGE,2021-09-10,2021-05-16,2021-10-13,Fully Paid,2021-11-13,755556,other,A1,36,Source Verified,81800.0,0.0346,76.5,0.0639,2500,22,2754
836909,TX,INDIVIDUAL,10+ years,kcs railway,A,MORTGAGE,2021-08-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,1047002,major purchase,A3,36,Not Verified,100000.0,0.1064,173.66,0.0699,5625,42,6242
591400,VA,INDIVIDUAL,1 year,Appalachian Agency for Senior Citizens,A,RENT,2021-11-10,2021-12-13,2021-12-13,Fully Paid,2022-01-13,759599,other,A2,36,Verified,21000.0,0.1377,166.8,0.0579,5500,32,6005
825599,CA,INDIVIDUAL,1 year,YMCA of San Francisco,C,OWN,2021-07-11,2021-01-14,2021-01-14,Fully Paid,2021-02-14,1034402,Debt consolidation,C5,36,Not Verified,21600.0,0.2056,165.2,0.1523,4750,9,5891
392435,DE,INDIVIDUAL,5 years,Burger King,D,RENT,2021-04-09,2021-04-12,2021-04-12,Fully Paid,2021-05-12,429353,vacation,D5,36,Source Verified,35000.0,0.0627,313.62,0.1537,9000,10,11290
501189,MA,INDIVIDUAL,1 year,ira toyota,B,RENT,2021-04-10,2021-04-13,2021-04-13,Fully Paid,2021-05-13,644082,credit card,B4,36,Not Verified,27600.0,0.2152,165.32,0.1099,5050,25,5952
1051959,SD,INDIVIDUAL,10+ years,,A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1283479,Debt consolidation,A4,36,Verified,60000.0,0.2122,563.23,0.079,18000,28,20276
645985,CA,INDIVIDUAL,8 years,Hunter Industries,A,MORTGAGE,2021-01-11,2021-02-15,2021-02-13,Fully Paid,2021-03-13,826524,car,A1,36,Not Verified,110000.0,0.0524,235.25,0.0542,7800,27,8388
